text,label
nakakapagtaka parin yung votes kay Mar Roxas . ??? ?,0
Mar roxas . Kahit anong pagmamakaawa mo jan walang boboto sayo . Parehas kayo ni binay . Mga ./ .,1
Binay ang itim mo!!! !,1
[NATION] SC ruling bittersweet for Junjun Binay [LINK] | via ABS-CBN News,0
Alma Moreno OK despite being bashed over TV interview : Binay [HASHTAG] [LINK] [LINK],0
Duterte is not a God . nong si Binay pinahiya keri lang ganern ? Ignore ?,0
WATCH : Mar Roxas and wife Korina eat breakfast at a palengke ahead of voting [LINK],0
syempre kailangan ni Binay maghanap o gumawa ng mga kung ano ano laban sa kalaban niya [LINK],1
Nabadtrip nako aning commercials ni Mar Roxas ba .,1
[MENTION] Walang Binay ?,0
Lagot kayo sa DU30 fans kapag nanalo si Mar Roxas [HASHTAG] [HASHTAG] [HASHTAG],1
"MIRIAM DESERVES A HIGHER RANK THAN POE , ROXAS , & BINAY . [HASHTAG]",0
RT [MENTION] : [HASHTAG] Binay ! Lakas gumasta kasi pera naman ng taumbayan no ? [LINK],1
So many things happened inside the Makati Coliseum today . Makati residents finally taking a stand against Binay . These same people saying .,0
Buhay party-list representative Lito Atienza now giving his speech . His party list is supporting Binay . [HASHTAG] [LINK],0
"Para sa campaign manager nitong si Binay , pwede bang ibahin nyo naman yung concept or much better wag na kayong gumawa ng TV commercial .",1
See mar roxas.tignan mo anung ginawa mo sa kapwa mo pilipino nag away away dahil sa ginawa mong . [LINK],1
"Ngawa pa Roxas , talo ka lang ni Binay eh ! [HASHTAG] [HASHTAG] [HASHTAG]",0
Bias na bias naman yung isang network kay Mar Roxas . Halatang halata .,1
LOOK : Aerial shot of Roxas-Robredo miting de avance . Photo from [MENTION] [HASHTAG] [LINK] | [MENTION],0
Si Mar Roxas iboboto ko! ! hahaha awayin niyo na ko mga mapanghusgang tao sa mapang husgang mundo ng social media,0
"Yung commercial ni BINAY . Ano yon , nilalait ba siya o pinupuri ? Anggulo bessy ??? ?",1
"RT [MENTION] : Binay , ilabas mo na ang pondo ng bayan . Wag mo ilagay sa Cake mo ! HAHAHA ??? ?",1
Mar Roxas pasampal nga . Isa lang . ?,1
Ang plataporma ng Daang Matuwid sa pangunguna ni #Roxas . Sama sama po tayo para ipaalam ang konkretong plano ni Mar [LINK],0
Si ateng naka cross legs sa jip na ayaw umusog . Binay supporters ' rally . Traffic af . Ugh . *rolls eyes* Pilipinas nga naman . Walang asenso .,1
"[MENTION] um , parang gusto ni Du30 makulong si Binay . And ayaw lang ni Du30 manalo si Mar dahil incompetent .",0
"Sabi ni Mar Roxas , hindi daw problema ng gobyerno ang ' tanim bala ' scam. . Ahhhhh kanino po pala ?",0
Miriam or Duterte please ! ' Wag lang si Roxas . ?,1
RT [MENTION] : Kung sino pa daw nognog siya pa nag-bigay liwanag tigas ng mukha neto ni binay,1
Mar roxas will have his meeting de avance tomorrow at Quezon City . . blocking the passes for duterte . [LINK],0
"What a desperate move??? ? RT [MENTION] : JUST IN . Mar Roxas calling on Grace Poe to talk . "" This is for unity . Mag-usap tayo "" [MENTION]",1
"para kang si mar roxas , e . patagong nanloloko . ? ?",1
How desperate can Mar Roxas get going on national tv asking Grace Poe to withdraw ? Smh .,1
Ang manalong presidente si Binay . Doomsday ! [MENTION] [HASHTAG],1
VP Binay is not fake. . [HASHTAG],0
"Grace Poe : Simple lang , walang problema , nandyan ang Ama ko , ang PANDAY ! [HASHTAG]",0
"RT teddyboylocsin : NCR survey , 1,136 respondents : With Duterte as sub : Duterte33% , Binay21% ; Poe13% , Roxas7% , Sabio (who he?) , 6% , Santiago・ｦ",0
MADAMI PO NASABI SI BINAY DAHIL PAULIT ULIT PO ! SAME AS POE ! SI MAR KAYA MADAMI NASABI CUZ IT'S OBVIOUSLY SCRIPTED ! [HASHTAG],0
"Haaay nakooo binay , leche sarap patayin ng tv pag may commercial ka. .",1
Umay na commercial ni binay . Nognog pandak ano paba ? Haha putcha tamaaaaaaaa na . ??? ? sa makati ka nlng .,1
"[MENTION] what is your criteria : corrupt - Binay ; women as "" spare cars "" - Duterte ; Poe - DQ ; Santiago - cancer . gigil - Roxas .",1
Duterte's so powerful either Roxas or Poe is willing to step down to strengthen either one's race just so Duterte wouldn't win wow,0
Astig . Para sayo Mar Roxas . ? [HASHTAG] [LINK] via [MENTION],1
"Retweeted ALDubKoTo・・｢ (@OFCALDubKoTo) : UPDATED DU30-1.4M POE-831,617 ROXAS-819,674 BINAY-504-991 SANTIAGO-164-756 [HASHTAG]",0
6 . SecondChanceFor CHARLHONE 7 . Abigail Binay 8 . LOISHUA MusicAndLyrics 9 . Derpcon 2.0 10 . Gone Girl 2015/9/18 01:13 PHT,0
"nagdidikit si roxas at du30 , ano para di halata kapag nagkadayaan na ? Dont us roxas",1
Ayan nanaman yung ano ni binay leche,1
Ang mga bata ay nagtatanong.Sagutin nyo na lang ! [HASHTAG],0
Duterte o Miriam ? Hirap mamili . Haha,0
There's something in Mar Roxas ! Ganon na lang ba yung takot niong manalo si DU30 ? :3 [HASHTAG] [HASHTAG],1
Feeling ko si Mayor Duterte na ang mananalo pero laban lang Sen Poe . ????? ?,0
Ready na akong sumigaw kanina na nadaya ako kung lalabas si Mar Roxas sa resibo ko . Pero buti hindi . Hahahaha [HASHTAG],0
"With GP still in d race , 4-way fight pa rin ito . All of them having their regional strongholds . Kung wala si GP , more likely Binay gets them",0
Kairita mga commercial ni binay zzz,1
RT [MENTION] : [MENTION] [MENTION] ang oily ng mukha ni VP Binay .,1
"[MENTION] : Pagkatapos mapanood ang speech ni VP Binay , sabi ni Cong . Erice ' wala naman laman , ampaw na ampaw , puro general accusation '",1
"RT [MENTION] : "" Trending Philippines 11:58 AM PHT "" 6 . MarisOnNingning FindingNiﾃｱa 7 . TwoDaysTo MAJAsty 8 . VP Binay 9 . Byron Scott 10 . Mabuh・ｦ",0
"RT [MENTION] : "" Bahala kayo sa buhay niyo. "" - Mar Roxas [HASHTAG] [LINK]",0
"Ongoing : VP Binay keynotes K to 12 symposium in Hinunangan , Southern Leyte . [LINK]",0
"RT [MENTION] : Me : Binay anong klase kang lalaki ? Binay : Nognog . Pandak . Laki sa hirap . Pero di tulad ng iba , maraming nagawa . Yan si B・ｦ",0
BADTRIP KABDAY KO KASI SI BINAY E,1
Kasinungalingan naman result kay roxas mag satisfied pah ako kung c grace poe..walang dayaan please lang,1
RT RatsadaBalitaIZ : Mendoza : Hanggang ngayon naman wala pang napapatunayan laban sa kanya (Binay) iamalexsantos | via DWIZ 882,0
Nancy Binay mistaken for a maid by politiko . Here's how she reacted - Politiko [LINK],0
"Puro daw Sandro Marcos,Jake Ejercito,Ryan Recto,Brian Poe,Luis Hontiveros,Sebastian Duterte at Paolo Roxas.Paano naman daw si Jun Jun Binay ?",0
"Debates Summary Magaling magsalita : Poe , Roxas Matapang : Defensor-Santiago , Duterte Nognog , Pandak , Laki sa hirap : Binay",0
Sinungaling si Binay ! [LINK],1
LSS sa Only Binay !,0
OMG ! Di pa ito tapos ? Mahiya ka naman Junjun Binay [LINK],1
Makati Rep Abby Binay in SMS to rapplerdotcom : Last week I was informed that my office at city hall will be used b・ｦ [LINK],0
nuisance candidate diumano si Mar Roxas . [LINK],1
Pangalawa na si MAR ROXAS . Anyare?? ? [HASHTAG] [HASHTAG] [LINK],1
VP Binay : hindi ba kapag masyadong matraffic mali ang namamahala ? Binay isa ka sa namamahal so mali ka rin ?,0
・・@Factsionary : Not having friends has the same health risk as smoking a pack of cigarettes a day.・・ [HASHTAG],0
"DUTERTE for President , MAR ROXAS for Kagawad !",0
"[MENTION] pero babe kapag federal republic na tayo bicameral system na , not na congress cc Miriam , Duterte , Binay [HASHTAG]",0
Balita ko walang tax pag presidente na si Binay . Nakakaawa naman siya paano na siya makakapagnakaw niyan . ??? ?,1
WAG KAYONG BUMOTO NG PRESIDENTENG MAS MATALINO PA KAYO (sabi ng MC ni duterte) sapuuul roxas,1
Selfie With Binay ????? ? [LINK],0
Umay na kay mar roxas saka kay binay araw-araw mo ba naman makita sa TV nyo eh.? ?,1
Dinamay mo pa ung iba sa pagiging nognog mo Binay ! Ugh ! Kainis yung TV ad . ? ?,1
pag nakahabol pa si mar roxas kay du30 naku sinasabi ko na alam na,1
Kasalanan lahat to ni Binay . ??? ?,1
"Wait lang . Di ba kayo natatakot na biglag nawala sa limelight si Binay ? Like walang TVC , walang topic about him , wala . [HASHTAG]",0
I don't understand why some people hates Mar Roxas . What has he ever done to you ? Lol,0
Binay : No gov・・t shortcomings in effort to save Joselito Zapanta [LINK] [LINK],0
"Binay visits LP mayor in Paraﾃｱaque , accuses LP of vote-buying [LINK] | via INQUIRER",0
Binay hopes for improvements in next presidential debates | [LINK],0
Exactly ! Enough of Cory's legacy . Serfdom ! [HASHTAG] [HASHTAG] OR NOTHING [LINK],1
ARI SI BINAY SA SM ? ?,0
Ahh si mar roxas pala ang e endorso ni dj,0
"Galit si Duterte sa mandurukot pero ikakampanya si Binay , palalayain si Arroyo . Kanino kaya pakawala si DU30 at galit lang kay MAR ? [MENTION]",1
"Mama is for Roxas but after seeing Duterte's interview in CNN we can't help but just clap our hands , including mama ????? ? [HASHTAG]",0
Duterte on top is a no brainer . Pero Roxas on second is kinda fishy to me . [HASHTAG] [HASHTAG],0
Expecting Duterte on the first spot pero yung kay Roxas at Santiago? ? Nakakapagtaka !,0
Pag si mar roxas pa nanalo may dayaang nangyare ??? ? [HASHTAG],1
the ombudsman is talking about Jejomar Binay again ! [HASHTAG] [HASHTAG] [LINK],1
"Mar Roxas on Monday : "" Today is CHEAT DAY. "" iykwim [HASHTAG]",1
[MENTION] [MENTION] Alangan kay kana man gd si monsenyor murag si binay ayjk HAHAHAHAHAHA,0
"[MENTION] on 4Ps : Hindi ito gastos , hindi ito pamumulitika . Ito po ay programa para mabasag natin ang siklo ng kahirapan [HASHTAG] [HASHTAG]",0
Nasatin parin yong kung sino talagah ang e bo vote natin diba ? Pag ayaw nyo k Mar Roxas wag idamay si DJ binabayaran lang siya ? ?,0
[MENTION] si VP Binay talga ang para sa mga Pilipino kahit sino kahit kanino hindi nakakaimot . [HASHTAG],0
"Imbes na ' Itutuloy ko ang Daang Matuwid ' , bakit di natin sama-samang sabihing "" PAGAGANDAHIN KO ANG DAANG MATUWID "" . [HASHTAG] po tayo !",0
Makati ang pinupuhunan lagi ni Binay . Patunay na wala siyang nagawa nung VP siya,1
[HASHTAG] gusto na namin pagbabago ayaw na namin sa madumi niyong paraan mar roxas at aquino,1
"Philippines has more than 15,000 hotels/restaurants but these bright Smartmatic folks chose to meet in a hotel in Mar Roxas ' Araneta Center ?",0
"Mar Roxas , sashay away .",1
Just watched Binay's new advertisement . WTF .,1
Hindi po ito totoo na umaatras sina BP Binay at Sen Poe . Yellow propaganda po ito . [HASHTAG] [LINK],1
WAG POE SA CERTIFIED MAKATI ANG KAMAY PRESIDENTE DUTERTE VP Cayetano ??????? ? [LINK],0
"Magiyak ako pag nalagpasan ni Roxas si Duterte , tunay na dayaan yun . Dayaang Matuwid . Sorry not sorry ? ?",1
"Makalait naman kayo kay binay , kala ang puputi . He's a terrible politician , let's give it that,but to make fun of his skin color is wrong .",0
"Seriously , Mar Roxas needs a makeover . You don't have to be Olivia Pope to notice .",1
"Ano na Trillanes , Binay at Roxas ? Ano na next step nyo ? Anong kaso nanaman ? Haaay . [LINK]",1
that binay ad on tv really fcks me off . damn i miss cable tv . wow bratty ??? ?,1
"May humahabol . Go Poe ! Kahit hindi ikaw yung kandidato ko , basta wag lang manalo c DU30 ! [LINK]",0
Vice President Jejomar Binay answers Mike Enriquez questions on #WantedPresident . Still airing on GMA.Tutok lang mga kapuso [MENTION] [MENTION],0
SC asked to declare as illegal VP Binay・・s leadership at Boy Scout of the Philippines [LINK] | via GMA News,0
Democracy ba ang diktahan ang mga boboto na iboto sila ? Dba yan ang gusto ni Mar Roxas at PNoy ? Yan ba ang democracy na sinasabi nyo ?,1
Ewan ko ba jan kay Binay kung bakit tinatawag sarili niya ng nognog . Nilalait lang sarili niya . ? ?,1
"[MENTION] Ganyan kase sila sa Makati . Kesa naman kay Mar Roxas , bigti na talaga pag nangyare yun .",0
[HASHTAG] bucks proposed 14 percent VAT [LINK] [MENTION] [LINK],0
Mar Roxas grabe galawan mo para lang manalo kailangan siraan mo ang Davao ? pwes magsasayang ka lang ng pera di ka . [LINK],0
""" After weighing the character , career preparation , and competence of the presidential candidates , I have chosen Mar Roxas, "" 1",0
MAR ROXAS WILL NOT WIN IN AN HONEST ELECTION . ? ?,0
Putangina lang ng mga political ad ni Binay . Nakakaumay !,1
MAR ROXAS DOESN'T DESERVE TO BE IN 2ND MIRIAM DOES SO WAKE UP PEOPLE WHY ARE U VOTING FOR MAR OVER MIRIAM [LINK],1
RT [MENTION] : NOTE : So Mar Roxas rejects Leni Robredo's House Bill ? We cannot make this sh*t up . [LINK],1
"[MENTION] Napansin ko sa lugar namin , halos walang bumoto kay Binay at Poe . Pero lamang ang RoRo sa DeCay o Dut-BBM . [HASHTAG] na",0
[HASHTAG] idea na ang susunod na pangulo ay si Mar o si Binay . pano na ang sambayanang pilipino ?,1
"Binay : I did not steal people's money , mamatay man ako . God : Sure ka na ba ?",1
Imagine if Trillanes or Mar or Poe took the fall . Maybe the gap wouldn't be so big . MAYBE WE COULD HAVE A BETTER SHOT AT CIVILIZED SOCIETY .,0
Senator Trillanes pwns VP Binay . Trillanes shows proof that Binay's ad is FALSE . Watch Trillanes takes Binay down : [LINK],0
"As campaign stretches , it just makes it clearer : this is a stand against evil & their friends . [HASHTAG] [HASHTAG] [LINK]",1
Binay camp calls Senate report against him ・・farce・・ [LINK] | [MENTION] [LINK],0
"Kung martyr si Mar Roxas , kaya niya bang mawala sakanya si Korina Sanchez para mailigtas ang bayan ?",0
"I don't think Grace Poe will heed Mar Roxas ' call for her to back out from the presidential fisticuffs . Mar's a Roxas , Grace's a Poe.? ?",0
"President Aquino & Mar Roxas , you've just shown us that you are the true enemies of democracy .",0
Daniel Padilla poses questions to Mar Roxas [LINK],0
"early next year kukuha na talaga ako ng isa pang Fender Telecaster . Tandaan mo yan Binay , tang ina mo",1
"Akala mo aping-api siya . Nairita ako na lalaitin sarili para magmukhang kawawa or ano pa . Wag kami Binay , iba na lang . Bwisit .",1
[MENTION] di hahadlangan ni VP Binay ang mga bagay na mkakatulong pra sa mihirap nting kbabayan [HASHTAG],0
NEWS : Duterte doubts Binay will disclose bank accounts By Armando B . Fenequito Jr . There is no let up for Davao . [LINK],0
"Para dun sa maiitim , ramdam tayo ni Binay!! ! Mabuhay mga nognog ! Nognog pero may nagawa . HAHAHAHA ! ????? ? [HASHTAG]",1
Yung ad . ni mar at binay jusko nakakaasar .,1
Sabi na dapat di ko na lang tiningnan yung partial and unofficial count . Nakakalungkot lang na sina Roxas and Binay are over Miriam .,0
Mar-Noy vs Binay-Erap..juicecolored I don't wanna live in this country anymore hahaha,1
[MENTION] [MENTION] hindi pa rin matitibag ang suporta namin kay VP Binay . Siya lang at siya lang [HASHTAG],0
"I don't understand why Miriam is below Roxas and Binay for God's sake . Kasi actually dapat kay Duterte , Miriam , and Poe ang labanan",0
Lahat na lang pinapaasa ako pero si Binay lang ang hindi . VP Binay for president . [HASHTAG],0
WATCH : Grace Poe・・s anti-discrimination and violence against women ad is so spot on ! [LINK],0
"Mar has visited 39 provinces , Binay 25 , Poe 19 , and Duterte 13 . Miriam has only been to one : Metro Manila. . [LINK]",0
"Mmk , life story ni binay , poe , duterte . Cge patunayan nyo hindi kayo bias!! ! [HASHTAG]",1
Grace poe = good Roxas = good Binay = good . Duterte = verygood [HASHTAG] [HASHTAG],0
"More details of VP Binay , kin and pals assets and bank transactions in tom issue of Inquirer",0
[MENTION] sana si binay,0
Not all signs point to a sure victory for Vice President Jejomar Binay in Batangas [LINK] [HASHTAG] | via CNN Phi・ｦ,0
I'll just leave this here . [HASHTAG] [HASHTAG] [LINK],0
Think The Brighter Side of Life : Regine Velasquez Will Not Vote For Mar Roxas And Was Banned To . [LINK],0
Desperado na talaga si Mar Roxas . I pity you ! ? ?,1
"READ : Judgment in Carpio Morales v . CA and Binay , GR 217126-27 ; text of majority and dissenting opinions to follow . [LINK]",0
"Alma Moreno on supporting VP Binay : "" Siya ang unang nakapansin sa akin . Siya ang unang tumulong sa akin. "" | via [MENTION]",0
"Bat puro kayo sandro , may anak din naman si binay ah ? ?",0
"Para kang si binay , huli ka na , dinedeny mo pa.????? ?",1
[MENTION] [MENTION] Binabaliktad mo ang pangbubullu binay eh . Hahahaha . Bugnot ka na ! ? ?,1
"[HASHTAG] lahat kunu akusasyun wala syan kasalanan , mahiya ka NogNog gusto mu Isaisahin natin ang mga ninakaw mu VP Jojo Binay",1
RT [MENTION] : How Mar Roxas started in politics : [LINK] [LINK],0
[MENTION] [MENTION] [MENTION] hindi naman totoo lahat ng binabato nyo'ng issues kay VP Binay e [HASHTAG],0
Mar Roxas to issue statement tomorrow (Tuesday) 10am .,0
And Miriam will withdraw for Duterte . Owrayt ! [LINK],0
"I relate to Mar Roxas ' candidacy in the sense that this is something he's prepared for , waited for , a destiny of sorts . [HASHTAG]",0
Cong Erice tinawag na ' master trapo ' si VP Binay at walang utang na loob matapos mapanood ang speech ni VP Binay,1
"Rodrigo Duterte Vs Mar Roxas "" Magsasapakan este Magsasampalan "" Grace poe Vs Jejomar Binay "" Magbubungaan "" [HASHTAG] [HASHTAG]",1
Si Binay panay ang praise sa sarili niya at panirang panira sa mga co-candidates . Wat the eff ??#PiliPinasDebates2016,1
"PNoy on VP Binay : Why would vote for a known corrupt official ? How many years in government , and called to Senate for cases , no ans . [HASHTAG]",1
Binay is exploiting the class war that the privileged middle class perpetuates . Don't be surprised if Binay wins .,1
no to mar roxas ! ??? ? [LINK],0
"I mean it when I swore that should Binay be elected as the next Pres of this country,i would accept defeat by having my head shaved bald ??? ?",1
Tama na Franco para kang si Binay [HASHTAG] [HASHTAG],0
Pagnatalo c VP Binay sa makati kalokohan . isa lang ibig sabihin nun eh nagkadayaan . [HASHTAG],0
Mar Roxas is the Black Propaganda King ? ? galing manira,1
6 . Ateneo 7 . Mac Belo 8 . Sarah Geronimo - MINAMAHAL 9 . Gimme5 Rocks SMManila 10 . Only Binay 2015/11/22 05:18 PHT ・ｦ [LINK],0
Honasan on why Binay leading surveys : No other candidate can replicate his genuity,0
Binay can't answer a simple question wtf,1
Sana may isang salita ka kasi at hindi pabago bago . At sana nag VP ka nalang under Miriam Santiago . [HASHTAG] [HASHTAG],0
"Binay's ' sino ba si nognog? ' TVC popped in , and TADA! ! My hatred for him is at an all time high . Tangina mo nognog !",1
mar roxas again in wrong move . desperation is written all over his face . merger w/ grace poe is a manifestation of defeat .,0
Roxas called for a dialogue with Poe Will they unite against Duterte ? [HASHTAG] Read here : [LINK] [LINK],0
Hindi daw magnanakaw si Mar ! D ba pagnanakaw ung gamitin ang Pondo ng Bayan sa kampanya?? ? Sagutin mo yan!!! ! [HASHTAG],1
my soul is as black as binay,1
""" [MENTION] : [MENTION] ・｢ Nog nog ? ? ・｢ Pandak ・｢ Binay ・｢ Bes ??? ? ・｢ Hokage . ? ? ・｢ Love ko ??? ? ・｢ payatot ・｢ D A N C E R ? ? ・｢ McDo ko ?? ""uuuut;&lt;&l",0
[MENTION] grabe cla kay Binay sorry natatawa ko kc hinilamos eh ??? ? Chill lang . ? ? [HASHTAG] [HASHTAG],0
"Mar Roxas , pwede ka na mawala now na . Wala iiyak .",1
"Tindi rin ni Mar eh . Nagpatama sa mga kalaban niya . Hindi raw madrama (Poe) , hindi nagsisiga-sigaan (Duterte) , hindi nagnanakaw (Binay)",1
Uy si Mar Roxas nasa tv! ! Tulugan na . Magsama kayo ni Korina sa Grabe Sya,1
[MENTION] bakit kasi nakilala pa si BINAY !,0
RT [MENTION] : NOGNOG EGGNOG ANG NAWNG DAGHAG BUN'OG . LAKI SA IBANG PLANETA YAN SI BINAY . DI TULAD NG IBA DAHIL ALIEN SYA ? ?,1
[MENTION] but still analizing . Hahaha ? ? how about binay ?,0
Duterte or Santiago Huhu I'm fucking confuse who will be my president this coming elections I love both of them though,0
Giving false allegations to Duterte . And now asking Poe to join his party. . wtf ! Desperate moves of a very desperate person ! [HASHTAG],1
"Kala ko horror na commercial , campaign ad pala ni Binay hahaha",1
Gen . Napeﾃｱas endorses VP Binay. . [LINK],0
VP Binay : What created the fear of would be investors is the intensity of the allegations (of corruption) [HASHTAG] | [MENTION],0
Mar roxas is like Macbeth . obsessed over powers . mura na xag buang . kulang nalang mupatay xa .,1
[MENTION] Mar Roxas will have to thank you then .,0
"RT [MENTION] : Binay , Grace , Mar top TV ad spenders in 2015 : Nielsen [HASHTAG] [LINK]",0
[MENTION] [MENTION] [MENTION] [MENTION] yung amo mo nga nakipagplastikan lang wala pang nagawang maganda sa taguig DapatBinay,1
"Pulse : Grace 39% , Binay 24% , Mar 21% Pulse : VP - Escudero 43% , Marcos 21% , Cayetano 11% , Leni 7% Trillanes 6%",0
"Presidente ko si Mar Roxas . Ipasa sa 10 katao at mabibigyan ka ng tsinelas . Wag kayo , yung kapitbahay ko may Duralite na .",0
"Si tita boto kay Mar , si lola naman kay Binay . Ano ba ' yan .",0
Kaloka na talaga ! Haaay Binay na lang kami . [HASHTAG],0
Yung ayaw nila matulog kasi baka paggising si Mar Roxas na no.1 ? ? [HASHTAG],0
No need for Binay to prepare for Cebu debate・・UNA [LINK] [LINK],0
Eto ka Mar Roxas ./ . Push mo yan [HASHTAG],1
Mar Roxas from 100 to 0 . [LINK] [HASHTAG],0
We may not agree on his position on Sen . Poe but Mayor Duterte running will make our democarcy stronger and more vibrant . Choices is good .,0
"Pag lumamang na sa survey ang Daang Matuwid , tiyak yun sabihin ng mga kurakot , mamamatay tao at OJT , binayaran . [HASHTAG] [HASHTAG]",0
"Okey lang na manalo si Duterte , wag lang si Roxas . [HASHTAG] [HASHTAG]",0
6 . Chile 7 . Club Filipino 8 . Kim Chiu On KrisTV 9 . Heneral Luna 10 . Binay 2015/9/17 08:56 PHT [HASHTAG] [LINK],0
Sad that you didn't have the charisma needed to lift you up in the polls & you had to carry the baggages of the administration . [HASHTAG],0
Ang tindi mo Mar Roxas . Nagtraffic sa kanto dahil sa 500 na pinapamigay mo sa mga tao .,1
Wala silang binoto sa Pagka-Pangulo ngunit lumabas sa kanilang resibo mula sa Vote Counting Machine ay si Mar Roxas . [LINK],0
RT [MENTION] : Binay ad . Stfu,1
"This is just the beginning , so stop that LP-Mar Roxas thingy ! [LINK]",0
Oops ! I mean Binay and yung mga nahakot nya . [HASHTAG],1
[MENTION] Nakakalungkot tong si mar roxas . Desperadong desperado sa kapangyarihan . Napaka-incompetent naman .,1
"Nov . 9 : On Ang Probinsyano , saw tv ads of Grace Poe (2x) , Martin Romualdez , Jojo Binay , Mar Roxas [HASHTAG]",0
Mean ba sabihin na kapag nag campaign sortie c binay e mag crash ung airplane or heli na sinasakyan nya sa bahay nila?? !,1
"Our chance to put a stop to these Rich Oligarchs/ MEDIA , pati funds ginagamit sa pang sarili? ? DUTERTE TILL THE END [LINK]",1
"Hoy Roxas . Kahit mag fusion pa kayo ni Poe na parang si vegetta at goku , ' di mo ako makukumbinsi na ' di iboto si DU30 . So shut up na lang! !",1
Mar Roxas xx Daniel Padilla [LINK],0
May valid na reason ka ba para hindi iboto si Miriam Santiago ? Kung wala bakit mas pinili mo pa si Poe ? Duterte ? Binay ? Roxas ? [HASHTAG],0
Pwede bang Duterte-Santiago na lang :-(,0
"Kung anu-ano na lng din ang ibinabato kay [MENTION] kasi tulad ni PNoy , di siya baluktot . [HASHTAG] [HASHTAG]",0
Nakakawala sa mood ' tong commercial ni Binay ? ?,0
"Ilagan : He (Binay) is ground warrior , lagi syang laman ng kalye kaya napanatili nya ang pagiging no . 1 [MENTION]",0
RT [MENTION] : Siguro dun sa gumawa ng Ad ni Binay nasusuka-suka na siya habang ginagawa ' yon .,1
"[MENTION] [MENTION] [MENTION] nakakatakot mamuno si roxas kasi tuta pa rin sya ng mga nakaraang administrasyon , d nag iisip , gahaman .",1
"BINAY : "" IPAGPAPATULOY HO NATIN ANG LABAN SA CORRUPTION. "" LABAN SA CORRUPTION ? TANGINA NAIIMAGINE KO BINUBUGBOG NI BINAY SARILI NIYA ? ?",1
[HASHTAG] pengeng bente pls ! [LINK],0
"ANGKININ NYO NALANG HO SI GRACE POE , TSAKA SI BINAY , DAMAY NYO NA SI NOYNOY ! WAG LANG SI YAYADUB KO ! HAHAHA ! [LINK]",0
Pakitang tao talaga si VP Binay *sigh*,0
RT [MENTION] : 50 shades of Binay ? ? [HASHTAG],0
Roxas to Poe mag usap tayo dala ka food ? ? Desperate na si Mar ??? ? Sorry kasi SOLID kami ky Mayor Duterte !,1
・・I would rather have an issue of citizenship rather than plunder & corruption.・・ -Sen . Grace Poe,0
BINAY is corrupt . DEFENSOR SANTIAGO has health issues . DUTERTE is in a self-destruct mode . POE LLAMANZARES is a puppet . ROXAS is incompetent,1
Tae di dapat manalo si Binay ! -_-,1
Throwback : Another Mar Roxas video exposes more evidence that he is not fit to be in a position of power [LINK] [HASHTAG],0
"Binay , Honasan kick off campaign in Mandaluyong | Cebuano News Live [LINK] [HASHTAG] | via CNN Philippines",0
I don't get the point why the LP especially Mar Roxas is seeking that power . Like srsly . Mayor Duterte is not even giving sht about them,1
"[HASHTAG] | Mayor Estrada at Sen . Enrile , dumalo sa maagang birthday celebration ni VP BInay kahapon [LINK]",0
C poe na mukhang school principal ang peg . And c vp binay infairness ala ng dalang kodigo [HASHTAG],0
No applause heard throughout Binay's opening speech .,0
"[MENTION] Delete mo yun . ? ? Omaygaad . Ingay mo e , binay ka talagang bata ka ! ??? ?",1
"Presidente Duterte , don't let this debate pass without giving Binay , Roxas and Poe what they deserve after attacking u these previous days .",1
Trending ang kuya ko Binay ah . Haha dunno what's happening but I think nilalait nya mga teachers . Wtf,1
"Yung natupad na ang tuwid na daan ni Mar Roxas , di ka pa nakakalimot sakanya . Hahaha . [HASHTAG] [HASHTAG]",0
"Sandro&Paulo just finished . Brian,Baste&Binay arguing who's next . Alma Moreno : Pwede bunutan na lang kung sinong next ? [HASHTAG] ??????? ?",0
"Kakausapin sana kita kaso sabi mo "" Si Binay ang pag-asa ng bayan """,0
EQ Post Says . Binay or Duterte:Are you voting FOR THE LESSER OF 2 EVILS ? Choosing the lesser evil is still evil ! [LINK],1
Gumagalaw na po mga MINIONS NI MAR ROXAS mga guys ! [HASHTAG],1
"[MENTION] ang tagal-tagal na niyang nagpaparamdam , tapos gagamitin niyang dahilan yung kay grace poe , nako nako",1
Hay Mar Roxas,1
I don't know why Mar Roxas keeps pinpointing the faults of other presidential candidates .,0
Hello Mar Roxas ! Asan na yung Silent Majority ? ? ? asan na yung undecided na sayo daw ? [HASHTAG],1
"Binay , di mo ikapapanalo yang dami ng tv ad mo ? ?",1
Please take Roxas and Trillanes to Mt . Fuji's Suicide Forest .,1
"Why is VP Binay against Bottom Up Budgeting ? Binay said bad to give funds to barangay , particularly in need of funds . [HASHTAG]",0
Tangina pag nanalo si Mar Roxas putangina niya,1
・・Reminder : Please choose the good leader not the best speaker ! [HASHTAG] opoe . ? ? [HASHTAG],0
May bayag ba tong si Daniel Padilla ? Saan siya kumuha ng lakas ng loob para Iendorsed yung Putapeteng si Mar Roxas ? Ay ! Pera pera nga naman !,1
Wag mong lokohin ang Bayan Mar Roxas wag kang Sinungaling . [HASHTAG] CTO [LINK],1
"BAKIT PAG SINABING NAG EENDORSE KAY MAR ROXAS , KATHNIEL AGAD ? PUﾃ・ETA KATHNIEL LANG TINITIRA NG LAHAT . YUNG . [LINK]",1
